title,author_name,author_position,author_id
Exploring Modular Task Decomposition in Cross-domain Named Entity Recognition,tingwen liu,2,2079682
Exploring Modular Task Decomposition in Cross-domain Named Entity Recognition,yubin wang,3,2115721575
Exploring Modular Task Decomposition in Cross-domain Named Entity Recognition,taoyu su,4,2175278389
Exploring Modular Task Decomposition in Cross-domain Named Entity Recognition,hongbo xu,5,46485352
CorED: Incorporating Type-level and Instance-level Correlations for Fine-grained Event Detection,jiawei sheng,0,2054250919
CorED: Incorporating Type-level and Instance-level Correlations for Fine-grained Event Detection,rui sun,1,2068168828
CorED: Incorporating Type-level and Instance-level Correlations for Fine-grained Event Detection,shu guo,2,144019293
CorED: Incorporating Type-level and Instance-level Correlations for Fine-grained Event Detection,shiyao cui,3,9144106
CorED: Incorporating Type-level and Instance-level Correlations for Fine-grained Event Detection,jiangxia cao,4,2115871859
CorED: Incorporating Type-level and Instance-level Correlations for Fine-grained Event Detection,lihong wang,5,2154649073
CorED: Incorporating Type-level and Instance-level Correlations for Fine-grained Event Detection,tingwen liu,6,2079682
CorED: Incorporating Type-level and Instance-level Correlations for Fine-grained Event Detection,hongbo xu,7,46485352
Self-Augmented Recommendation with Hypergraph Contrastive Collaborative Filtering,lianghao xia,0,1830455155
Self-Augmented Recommendation with Hypergraph Contrastive Collaborative Filtering,chao huang,1,2110926729
Self-Augmented Recommendation with Hypergraph Contrastive Collaborative Filtering,yong xu,2,2146648728
Self-Augmented Recommendation with Hypergraph Contrastive Collaborative Filtering,jiashu zhao,3,2109974571
Self-Augmented Recommendation with Hypergraph Contrastive Collaborative Filtering,dawei yin,4,50559722
Self-Augmented Recommendation with Hypergraph Contrastive Collaborative Filtering,jimmy huang,5,1683391
Incorporating Retrieval Information into the Truncation of Ranking Lists in the Legal Domain,yixiao ma,0,95952564
Incorporating Retrieval Information into the Truncation of Ranking Lists in the Legal Domain,qingyao ai,1,144922928
Incorporating Retrieval Information into the Truncation of Ranking Lists in the Legal Domain,yueyue wu,2,2109036951
Incorporating Retrieval Information into the Truncation of Ranking Lists in the Legal Domain,yunqiu shao,3,40975153
Incorporating Retrieval Information into the Truncation of Ranking Lists in the Legal Domain,yiqun liu,4,1783406
Incorporating Retrieval Information into the Truncation of Ranking Lists in the Legal Domain,min zhang,5,39767557
Incorporating Retrieval Information into the Truncation of Ranking Lists in the Legal Domain,shaoping ma,6,8093158
Can clicks be both labels and features? Unbiased Behavior Feature Collection and Uncertainty-aware Learning to Rank,tao yang,0,1958895984
Can clicks be both labels and features? Unbiased Behavior Feature Collection and Uncertainty-aware Learning to Rank,chen luo,1,143884453
Can clicks be both labels and features? Unbiased Behavior Feature Collection and Uncertainty-aware Learning to Rank,hanqing lu,2,2149891871
Can clicks be both labels and features? Unbiased Behavior Feature Collection and Uncertainty-aware Learning to Rank,parth gupta,3,40243462
Can clicks be both labels and features? Unbiased Behavior Feature Collection and Uncertainty-aware Learning to Rank,bing yin,4,2021632793
Can clicks be both labels and features? Unbiased Behavior Feature Collection and Uncertainty-aware Learning to Rank,qingyao ai,5,144922928
PTAU: Prompt Tuning for Attributing Unanswerable Questions,jinzhi liao,0,9387602
PTAU: Prompt Tuning for Attributing Unanswerable Questions,xiang zhao,1,1862330484
PTAU: Prompt Tuning for Attributing Unanswerable Questions,jianming zheng,2,1832369910
PTAU: Prompt Tuning for Attributing Unanswerable Questions,xinyi li,3,2108484173
PTAU: Prompt Tuning for Attributing Unanswerable Questions,fei cai,4,145030663
PTAU: Prompt Tuning for Attributing Unanswerable Questions,jiuyang tang,5,2522937
Multi-level Cross-view Contrastive Learning for Knowledge-aware Recommender System,ding zou,0,2155892962
Multi-level Cross-view Contrastive Learning for Knowledge-aware Recommender System,wei wei,1,47748186
Multi-level Cross-view Contrastive Learning for Knowledge-aware Recommender System,xian-ling mao,2,134880677
Multi-level Cross-view Contrastive Learning for Knowledge-aware Recommender System,ziyang wang,3,2117422098
Multi-level Cross-view Contrastive Learning for Knowledge-aware Recommender System,minghui qiu,4,2642333
Multi-level Cross-view Contrastive Learning for Knowledge-aware Recommender System,feida zhu,5,143663410
Multi-level Cross-view Contrastive Learning for Knowledge-aware Recommender System,xin cao,6,2149214667
User-Centric Conversational Recommendation with Multi-Aspect User Modeling,shuokai li,0,116817070
User-Centric Conversational Recommendation with Multi-Aspect User Modeling,ruobing xie,1,3360722
User-Centric Conversational Recommendation with Multi-Aspect User Modeling,yongchun zhu,2,1864765978
User-Centric Conversational Recommendation with Multi-Aspect User Modeling,xiang ao,3,2125319109
User-Centric Conversational Recommendation with Multi-Aspect User Modeling,fuzhen zhuang,4,2104266567
User-Centric Conversational Recommendation with Multi-Aspect User Modeling,qing he,5,2158548
MGPolicy: Meta Graph Enhanced Off-policy Learning for Recommendations,xiangmeng wang,0,2144796853
MGPolicy: Meta Graph Enhanced Off-policy Learning for Recommendations,qian li,1,2117126149
MGPolicy: Meta Graph Enhanced Off-policy Learning for Recommendations,dianer yu,2,2153682136
MGPolicy: Meta Graph Enhanced Off-policy Learning for Recommendations,zhichao wang,3,2136115957
MGPolicy: Meta Graph Enhanced Off-policy Learning for Recommendations,hongxu chen,4,49177484
MGPolicy: Meta Graph Enhanced Off-policy Learning for Recommendations,guandong xu,5,2149131224
Generating Clarifying Questions with Web Search Results,ziliang zhao,0,2175348510
Generating Clarifying Questions with Web Search Results,zhicheng dou,1,1897235
Generating Clarifying Questions with Web Search Results,jiaxin mao,2,2181289386
Generating Clarifying Questions with Web Search Results,jirong wen,3,153693432
HIEN: Hierarchical Intention Embedding Network for Click-Through Rate Prediction,zuowu zheng,0,1453602567
HIEN: Hierarchical Intention Embedding Network for Click-Through Rate Prediction,changwang zhang,1,2145156434
HIEN: Hierarchical Intention Embedding Network for Click-Through Rate Prediction,xiaofeng gao,2,11732258
HIEN: Hierarchical Intention Embedding Network for Click-Through Rate Prediction,guihai chen,3,2116378888
Webformer: Pre-training with Web Pages for Information Retrieval,yu guo,0,2143379273
Webformer: Pre-training with Web Pages for Information Retrieval,zhengyi ma,1,1470579851
Webformer: Pre-training with Web Pages for Information Retrieval,jiaxin mao,2,2181289386
Webformer: Pre-training with Web Pages for Information Retrieval,hongjin qian,3,1972030827
Webformer: Pre-training with Web Pages for Information Retrieval,xinyu zhang,4,2118895402
Webformer: Pre-training with Web Pages for Information Retrieval,hao jiang,5,47067803
Webformer: Pre-training with Web Pages for Information Retrieval,zhao cao,6,2106400572
Webformer: Pre-training with Web Pages for Information Retrieval,zhicheng dou,7,1897235
Unsupervised Belief Representation Learning with Information-Theoretic Variational Graph Auto-Encoders,jinning li,0,2109377974
Unsupervised Belief Representation Learning with Information-Theoretic Variational Graph Auto-Encoders,huajie shao,1,3395273
Unsupervised Belief Representation Learning with Information-Theoretic Variational Graph Auto-Encoders,dachun sun,2,1630209136
Unsupervised Belief Representation Learning with Information-Theoretic Variational Graph Auto-Encoders,ruijie wang,3,2144408471
Unsupervised Belief Representation Learning with Information-Theoretic Variational Graph Auto-Encoders,yuchen yan,4,2109341751
Unsupervised Belief Representation Learning with Information-Theoretic Variational Graph Auto-Encoders,jinyang li,5,2124948781
Unsupervised Belief Representation Learning with Information-Theoretic Variational Graph Auto-Encoders,shengzhong liu,6,1390628682
Unsupervised Belief Representation Learning with Information-Theoretic Variational Graph Auto-Encoders,hanghang tong,7,8163721
Unsupervised Belief Representation Learning with Information-Theoretic Variational Graph Auto-Encoders,tarek abdelzaher,8,1730531
Implicit Feedback for Dense Passage Retrieval: A Counterfactual Approach,shengyao zhuang,0,1630489015
Implicit Feedback for Dense Passage Retrieval: A Counterfactual Approach,hang li,1,2118384241
Implicit Feedback for Dense Passage Retrieval: A Counterfactual Approach,guido zuccon,2,1692855
Why Don't You Click: Understanding Non-Click Results in Web Search with Brain Signals,ziyi ye,0,47051292
Why Don't You Click: Understanding Non-Click Results in Web Search with Brain Signals,xiaohui xie,1,2111366555
Why Don't You Click: Understanding Non-Click Results in Web Search with Brain Signals,yiqun liu,2,1783406
Why Don't You Click: Understanding Non-Click Results in Web Search with Brain Signals,zhihong wang,3,2108349048
Why Don't You Click: Understanding Non-Click Results in Web Search with Brain Signals,xuancheng li,4,2108263748
Why Don't You Click: Understanding Non-Click Results in Web Search with Brain Signals,jiaji li,5,2109045322
Why Don't You Click: Understanding Non-Click Results in Web Search with Brain Signals,xuesong chen,6,2145449032
Why Don't You Click: Understanding Non-Click Results in Web Search with Brain Signals,min zhang,7,39767557
Why Don't You Click: Understanding Non-Click Results in Web Search with Brain Signals,shaoping ma,8,8093158
CharacterBERT and Self-Teaching for Improving the Robustness of Dense Retrievers on Queries with Typos,shengyao zhuang,0,1630489015
CharacterBERT and Self-Teaching for Improving the Robustness of Dense Retrievers on Queries with Typos,guido zuccon,1,1692855
Incorporating Context Graph with Logical Reasoning for Inductive Relation Prediction,qika lin,0,144562160
Incorporating Context Graph with Logical Reasoning for Inductive Relation Prediction,jun liu,1,2155648333
Incorporating Context Graph with Logical Reasoning for Inductive Relation Prediction,fangzhi xu,2,2143943979
Incorporating Context Graph with Logical Reasoning for Inductive Relation Prediction,yudai pan,3,1452348450
Incorporating Context Graph with Logical Reasoning for Inductive Relation Prediction,yifan zhu,4,2125064076
Incorporating Context Graph with Logical Reasoning for Inductive Relation Prediction,lingling zhang,5,2145417611
Incorporating Context Graph with Logical Reasoning for Inductive Relation Prediction,tianzhe zhao,6,2153707350
Forest-based Deep Recommender,chao feng,0,2153286417
Forest-based Deep Recommender,defu lian,1,1862782
Forest-based Deep Recommender,zheng liu,2,2145976175
Forest-based Deep Recommender,xing xie,3,2110972323
Forest-based Deep Recommender,le wu,4,2688093
Forest-based Deep Recommender,enhong chen,5,2227868312
Distill-VQ: Learning Retrieval Oriented Vector Quantization By Distilling Knowledge from Dense Embeddings,shitao xiao,0,2051175765
Distill-VQ: Learning Retrieval Oriented Vector Quantization By Distilling Knowledge from Dense Embeddings,zheng liu,1,2145976175
Distill-VQ: Learning Retrieval Oriented Vector Quantization By Distilling Knowledge from Dense Embeddings,weihao han,2,2114924471
Distill-VQ: Learning Retrieval Oriented Vector Quantization By Distilling Knowledge from Dense Embeddings,jianjin zhang,3,2144231046
Distill-VQ: Learning Retrieval Oriented Vector Quantization By Distilling Knowledge from Dense Embeddings,defu lian,4,1862782
Distill-VQ: Learning Retrieval Oriented Vector Quantization By Distilling Knowledge from Dense Embeddings,yeyun gong,5,2171182
Distill-VQ: Learning Retrieval Oriented Vector Quantization By Distilling Knowledge from Dense Embeddings,qi chen,6,2157956050
Distill-VQ: Learning Retrieval Oriented Vector Quantization By Distilling Knowledge from Dense Embeddings,fan yang,7,145338263
Distill-VQ: Learning Retrieval Oriented Vector Quantization By Distilling Knowledge from Dense Embeddings,hao sun,8,2118180377
Distill-VQ: Learning Retrieval Oriented Vector Quantization By Distilling Knowledge from Dense Embeddings,yingxia shao,9,2237813
Distill-VQ: Learning Retrieval Oriented Vector Quantization By Distilling Knowledge from Dense Embeddings,xing xie,10,2110972323
Bilateral Self-unbiased Recommender Learning from Biased Implicit Feedback,jae-woong lee,0,2108480251
Bilateral Self-unbiased Recommender Learning from Biased Implicit Feedback,seongmin park,1,29197614
Bilateral Self-unbiased Recommender Learning from Biased Implicit Feedback,joonseok lee,2,2119006
Bilateral Self-unbiased Recommender Learning from Biased Implicit Feedback,jongwuk lee,3,1865093
Price DOES Matter! Modeling Price and Interest Preferences in Session-based Recommendation,xiaokun zhang,0,2118365880
Price DOES Matter! Modeling Price and Interest Preferences in Session-based Recommendation,bo xu,1,143876188
